ano,vacina_id,cobertura,doses,regiao_cod_ibge
2020,18,97.58,346918,4
2020,18,89.96,198579,5
2020,19,44.37,131454,1
2020,19,6.83,23515,2
2020,19,6.04,41749,3
2020,19,67.09,230492,4
2020,19,61.28,130168,5
2020,21,70.62,202832,1
2020,21,83.28,572161,2
2020,21,87.92,914668,3
2020,21,104.36,348860,4
2020,21,92.89,190161,5
2020,22,72.75,214457,1
2020,22,86.64,638944,2
2020,22,91.54,945149,3
2020,22,96.79,339341,4
2020,22,87.72,192281,5
2020,23,56.89,169675,1
2020,23,63.51,450035,2
2020,23,70.81,733856,3
2020,23,92.15,318981,4
2020,23,77.09,166017,5
2020,24,59.91,174677,1
2020,24,79.04,557145,2
2020,24,85.1,883023,3
2020,24,95.17,324362,4
2020,24,82.11,176918,5
2021,1,63.48,236284,1
2021,1,65.89,543547,2
2021,1,69.33,751737,3
2021,1,73.89,296132,4
2021,1,75.64,184451,5
2021,3,43.81,156012,1
2021,3,51.28,362228,2
2021,3,47.81,403521,3
2021,3,58.28,180443,4
2021,3,56.9,121892,5
2021,4,45.56,153495,1
2021,4,52.26,411960,2
2021,4,59.96,696551,3
2021,4,82.78,282880,4
2021,4,64.04,152211,5
2021,5,19.41,76757,1
2021,5,25.7,181608,2
2021,5,22.08,157235,3
2021,5,21.36,81733,4
2021,5,17.93,37763,5
2021,6,55.86,160017,1
2021,6,44.51,337725,2
2021,6,70.18,702139,3
2021,6,81.6,267941,4
2021,6,73.98,161094,5
2021,7,59.83,179532,1
2021,7,70.32,490300,2
2021,7,74.97,770891,3
2021,7,85.79,294656,4
2021,7,76.22,169045,5
2021,8,66.41,192359,1
2021,8,79.1,544987,2
2021,8,78.14,782561,3
2021,8,88.54,310013,4
2021,8,82.04,177741,5
2021,9,58,220406,1
2021,9,62.02,517739,2
2021,9,56.82,626657,3
2021,9,52.32,237148,4
2021,9,67.07,168019,5
2021,10,68.94,203611,1
2021,10,77.5,541839,2
2021,10,78.1,781496,3
2021,10,88.54,312647,4
2021,10,82.38,181857,5
2021,11,65.45,196102,1
2021,11,74.02,517424,2
2021,11,76.3,751402,3
2021,11,86.62,295862,4
2021,11,80.61,175757,5
2021,12,66.41,192359,1
2021,12,79.1,544987,2
2021,12,78.14,782561,3
2021,12,88.54,310013,4
2021,12,82.04,177741,5
2021,13,71.21,213669,1
2021,13,80.11,566044,2
2021,13,79.61,803897,3
2021,13,90.2,321847,4
2021,13,85.02,188904,5
2021,14,63.63,190388,1
2021,14,72.2,508169,2
2021,14,72.02,712283,3
2021,14,84.02,277473,4
2021,14,79.04,173052,5
2021,15,66,192231,1
2021,15,77.88,536956,2
2021,15,77.5,780209,3
2021,15,87.77,306905,4
2021,15,81.84,177362,5
2021,16,42.98,148492,1
2021,16,47.81,364944,2
2021,16,56.57,668734,3
2021,16,80.42,269926,4
2021,16,62.42,146731,5
2021,17,54.95,162903,1
2021,17,62.94,424546,2
2021,17,67.23,694974,3
2021,17,81.23,268348,4
2021,17,71.51,154248,5
2021,18,65.23,196528,1
2021,18,76.63,538216,2
2021,18,77.41,781545,3
2021,18,88.15,311934,4
2021,18,81.29,180681,5
2021,19,4.15,4298,1
2021,19,9.92,34063,2
2021,19,8.51,40505,3
2021,19,18.06,44696,4
2021,19,8.15,12392,5
2021,21,57.56,165848,1
2021,21,67.02,460463,2
2021,21,71.47,724880,3
2021,21,83.9,283423,4
2021,21,73.37,158843,5
2021,22,73.03,212682,1
2021,22,79.56,556557,2
2021,22,81.6,815371,3
2021,22,93.34,319377,4
2021,22,86.78,189487,5
2021,23,36.02,108875,1
2021,23,53.69,365726,2
2021,23,63.08,644175,3
2021,23,68.25,241441,4
2021,23,49.9,107631,5
2021,24,51.67,147297,1
2021,24,73.5,495753,2
2021,24,77.2,779848,3
2021,24,83.12,275562,4
2021,24,71.78,153284,5
