ano,cobertura,doses,vacina_id,estado_uf,estado_cod_ibge
2021,86.39,74074,14,SC,42
2021,86.25,76604,21,SC,42
2016,2.73,8256,4,RS,43
2021,82.72,85977,24,RS,43
2010,2.66,1151,10,MS,50
2010,37.78,13213,13,MS,50
2011,106.96,41605,2,MS,50
2011,98.03,37470,18,MS,50
2012,93.31,36785,18,MS,50
2013,0,2163,4,MS,50
2013,120.44,42764,11,MS,50
2013,134.14,46630,12,MS,50
2013,48.09,15131,19,MS,50
2014,86.48,32174,7,MS,50
2014,158.08,53175,13,MS,50
2014,125.36,43782,19,MS,50
2014,159.94,53188,20,MS,50
2015,35.72,18846,3,MS,50
2015,128.54,46911,14,MS,50
2015,121.08,43699,21,MS,50
2016,2.94,1892,4,MS,50
2016,102.66,44661,10,MS,50
2016,93.74,38519,17,MS,50
2017,85.9,37910,6,MS,50
2017,96.23,40867,12,MS,50
2017,80.81,35923,17,MS,50
2017,97.09,41155,18,MS,50
2018,71.12,29457,3,MS,50
2018,100.07,40628,14,MS,50
2018,91.83,37042,21,MS,50
2019,74.97,27112,4,MS,50
2019,56.09,27743,5,MS,50
2019,100.97,43443,11,MS,50
2019,92.95,41577,17,MS,50
2020,86.57,35417,7,MS,50
2020,94.35,38977,13,MS,50
2020,90.82,37348,18,MS,50
2020,64.95,24913,19,MS,50
2021,47.48,21216,3,MS,50
2021,74.71,31276,14,MS,50
2021,68.69,28437,21,MS,50
2012,107.04,47337,6,MT,51
2019,96.76,47938,23,MT,51
2010,21,16658,13,GO,52
2011,114.34,91543,2,GO,52
2011,103.68,80881,18,GO,52
2012,101.35,79056,18,GO,52
2013,0,6237,4,GO,52
2013,125.85,94687,12,GO,52
2013,39.6,29154,19,GO,52
2014,108.71,107674,1,GO,52
2014,102.23,88189,2,GO,52
2014,66.11,64499,7,GO,52
2014,99.87,86827,13,GO,52
2014,103.19,87604,20,GO,52
2015,28.83,33510,3,GO,52
2015,107.23,92509,8,GO,52
2015,83.11,78268,9,GO,52
2015,95.78,80991,14,GO,52
2015,90.24,77922,21,GO,52
2016,4.04,8103,4,GO,52
2016,102.59,87440,10,GO,52
2016,86.44,75103,17,GO,52
2016,100.51,85691,22,GO,52
2017,87.59,73749,6,GO,52
2017,95.05,78414,12,GO,52
2017,97.71,83555,18,GO,52
2018,81.15,61111,3,GO,52
2018,95.49,80059,8,GO,52
2018,89.3,75595,9,GO,52
2018,92.27,78679,14,GO,52
2018,82.33,66751,21,GO,52
2019,45.84,36315,5,GO,52
2019,97.29,82655,11,GO,52
2019,86.58,71783,17,GO,52
2020,93.4,77165,7,GO,52
2020,99.74,82339,13,GO,52
2020,64.16,51326,19,GO,52
2021,62.04,42831,3,GO,52
2021,90.25,69886,8,GO,52
2021,57.65,63031,9,GO,52
2021,87.59,67496,14,GO,52
2021,83.33,61653,21,GO,52
2010,92.38,40583,2,DF,53
2010,2.97,1303,6,DF,53
2010,91.25,40084,8,DF,53
2010,21.46,9428,10,DF,53
2010,29.88,13127,13,DF,53
2010,89,39097,18,DF,53
2010,92.22,40512,20,DF,53
2010,92.41,40597,22,DF,53
2011,98.39,43221,1,DF,53
2011,84.82,37260,2,DF,53
2011,85.47,37546,8,DF,53
2011,108.78,47787,10,DF,53
2011,74.72,32823,13,DF,53
2011,86.48,37989,15,DF,53
2011,78.35,34420,18,DF,53
2011,84.55,37145,20,DF,53
2011,89.52,39324,22,DF,53
2012,106.51,46791,1,DF,53
2012,92.08,40450,2,DF,53
2012,3.09,1356,6,DF,53
2012,92.46,40618,8,DF,53
2012,92.91,40814,10,DF,53
2012,31.51,13841,12,DF,53
2012,81.75,35914,13,DF,53
2012,93.65,41142,15,DF,53
2012,85.89,37732,18,DF,53
2012,92.85,40787,22,DF,53
2013,133.19,57898,1,DF,53
2013,106.86,46452,2,DF,53
2013,3.4,1477,3,DF,53
2013,0,4865,4,DF,53
2013,87.56,38063,6,DF,53
2013,108.9,47339,8,DF,53
2013,111.56,48495,10,DF,53
2013,104.24,45313,11,DF,53
2013,102.86,44711,12,DF,53
2013,107.22,46609,14,DF,53
2013,112.17,48761,15,DF,53
2013,108.5,47165,17,DF,53
2013,103.12,44824,18,DF,53
2013,44.44,19319,19,DF,53
2013,99.34,43181,21,DF,53
2013,105.23,45742,22,DF,53
2013,103.87,45151,23,DF,53
2014,113.52,49377,1,DF,53
2014,95.24,41425,2,DF,53
2014,19.12,8318,3,DF,53
2014,3.14,2509,4,DF,53
2014,65.42,28457,5,DF,53
2014,90.51,39371,6,DF,53
2014,82.97,36090,7,DF,53
2014,126.2,54894,9,DF,53
2014,98.06,42652,10,DF,53
2014,87.08,37877,11,DF,53
2014,92.6,40279,12,DF,53
2014,102.41,44545,13,DF,53
2014,94.34,41037,15,DF,53
2014,82.85,36039,17,DF,53
2014,91.84,39949,18,DF,53
2014,93.36,40610,19,DF,53
2014,98.57,42875,20,DF,53
2014,104.91,45634,22,DF,53
2014,97.29,42318,23,DF,53
2015,78.27,34839,1,DF,53
2015,67.73,30147,2,DF,53
2015,53.29,23717,3,DF,53
2015,62.84,27966,5,DF,53
2015,62.37,27760,6,DF,53
2015,74.69,33245,7,DF,53
2015,67.49,30038,8,DF,53
2015,96.65,43020,9,DF,53
2015,70.05,31179,10,DF,53
2015,58.93,26231,11,DF,53
2015,66.43,29567,12,DF,53
2015,69.91,31115,13,DF,53
2015,67.91,30224,14,DF,53
2015,69.33,30856,17,DF,53
2015,65.45,29131,18,DF,53
2015,66.33,29524,19,DF,53
2015,64.46,28690,20,DF,53
2015,60.44,26900,21,DF,53
2015,65.43,29123,23,DF,53
2016,138.11,61673,1,DF,53
2016,140.41,62700,2,DF,53
2016,74.74,33376,3,DF,53
2016,3.38,2697,4,DF,53
2016,132.73,59270,6,DF,53
2016,107.07,47812,7,DF,53
2016,159.7,71313,8,DF,53
2016,134.78,60184,9,DF,53
2016,148.87,66476,10,DF,53
2016,140.25,62629,12,DF,53
2016,140.73,62843,13,DF,53
2016,123.76,55263,14,DF,53
2016,136.83,61099,15,DF,53
2016,101.15,45169,17,DF,53
2016,129.62,57882,18,DF,53
2016,129.99,58046,19,DF,53
2016,4.1,1832,20,DF,53
2016,103.62,46269,21,DF,53
2016,131.75,58830,22,DF,53
2016,128.41,57339,23,DF,53
2017,93.61,41799,1,DF,53
2017,17.5,7815,3,DF,53
2017,69.94,27494,4,DF,53
2017,15.65,6989,5,DF,53
2017,77.95,34806,6,DF,53
2017,84.76,37850,8,DF,53
2017,102.41,45729,9,DF,53
2017,84.26,37626,10,DF,53
2017,76.3,34073,11,DF,53
2017,84.69,37819,12,DF,53
2017,74.26,33162,14,DF,53
2017,84.41,37692,15,DF,53
2017,74.36,29230,16,DF,53
2017,78.39,35004,17,DF,53
2017,85.81,38316,18,DF,53
2017,74.96,33471,21,DF,53
2017,78.5,35055,22,DF,53
2017,77.43,34576,23,DF,53
2018,89.5,38776,1,DF,53
2018,61.54,27479,3,DF,53
2018,53.31,23804,5,DF,53
2018,83.59,36216,6,DF,53
2018,85.21,36920,7,DF,53
2018,86.26,37374,8,DF,53
2018,111.05,48114,9,DF,53
2018,88.69,38428,10,DF,53
2018,83.37,36122,11,DF,53
2018,86.26,37372,12,DF,53
2018,91.45,39621,13,DF,53
2018,79.4,34401,14,DF,53
2018,73.15,28757,16,DF,53
2018,70.93,30731,17,DF,53
2018,88.3,38258,18,DF,53
2018,82.12,35579,19,DF,53
2018,78.01,33801,21,DF,53
2018,87.05,37715,23,DF,53
2019,93.24,41556,1,DF,53
2019,72.2,32239,3,DF,53
2019,52.05,20461,4,DF,53
2019,58.02,25907,5,DF,53
2019,87.32,38916,7,DF,53
2019,69.95,31174,8,DF,53
2019,102.65,45751,9,DF,53
2019,85.69,38190,10,DF,53
2019,84.33,37586,11,DF,53
2019,88.06,39248,13,DF,53
2019,79.87,35597,14,DF,53
2019,84.32,37579,15,DF,53
2019,79.77,31360,16,DF,53
2019,77.23,34418,17,DF,53
2019,85.38,38054,18,DF,53
2019,84.27,37557,19,DF,53
2019,52.46,23381,21,DF,53
2019,85.71,38199,22,DF,53
2019,86.8,38684,23,DF,53
2020,91.13,40616,1,DF,53
2020,63.8,28436,3,DF,53
2020,85.66,33673,4,DF,53
2020,14.6,6508,5,DF,53
2020,74.42,33168,6,DF,53
2020,78.79,35117,7,DF,53
2020,86.05,38351,9,DF,53
2020,82.99,36985,10,DF,53
2020,81.4,36277,11,DF,53
2020,88.72,39539,12,DF,53
2020,85.63,38165,13,DF,53
2020,81.49,36320,15,DF,53
2020,84.62,33264,16,DF,53
2020,72.57,32345,17,DF,53
2020,81.59,36362,18,DF,53
2020,42.84,19092,19,DF,53
2020,80.07,35684,22,DF,53
2020,66.42,29601,23,DF,53
2020,75.38,33595,24,DF,53
2021,97.23,41247,1,DF,53
2021,61.3,26006,3,DF,53
2021,12.18,5169,5,DF,53
2021,70.85,30055,6,DF,53
2021,73,30966,7,DF,53
2021,72.91,30931,8,DF,53
2021,91.1,38648,9,DF,53
2021,75.75,32136,10,DF,53
2021,74.02,31402,11,DF,53
2021,72.91,30931,12,DF,53
2021,78.23,33186,13,DF,53
2021,74.69,31686,14,DF,53
2021,66.43,27381,16,DF,53
2021,66.48,28202,17,DF,53
2021,75.33,31956,18,DF,53
2021,1.87,793,19,DF,53
2021,67.2,28507,21,DF,53
